,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR
265,265,2153,158.6561,6.0106,284.685,2649.7661,4.2782,0.5406,0.0251,0.4248,0.0094
266,266,2153.2,163.5914,5.7382,285.8088,2641.8618,4.2532,0.5635,0,0.4179,0.0186
267,267,2153.4,171.9749,5.757,285.5085,2622.4795,4.2077,0.5418,0.0445,0.3779,0.0357
268,268,2153.6,171.5169,5.867,286.2144,2611.9446,4.1166,0.5144,0.0704,0.3689,0.0462
269,269,2153.8,165.542,6.2142,284.7478,2616.6758,4.0456,0.5149,0.044,0.3885,0.0526
270,270,2154,159.0859,6.1813,284.0376,2633.0508,4.0509,0.5239,0.0027,0.4111,0.0623
271,271,2154.2,161.5485,5.9346,282.9956,2647.2957,4.119,0.5215,0.0023,0.4087,0.0675
272,272,2154.4,164.809,6.3876,281.6706,2638.6807,4.1876,0.5048,0.0091,0.4166,0.0694
273,273,2154.6,158.3433,7.1738,280.5802,2623.9351,4.2224,0.501,0.0064,0.4285,0.0641
274,274,2154.8,153.9503,6.7359,279.9619,2620.1829,4.2773,0.5364,0.0033,0.4118,0.0485
275,275,2155,161.0672,6.1395,278.1806,2634.4719,4.3015,0.5419,0.0293,0.3983,0.0306
276,276,2155.2,160.3691,5.8056,275.7393,2649.3176,4.2776,0.5665,0.0285,0.3888,0.0161
277,277,2155.4,155.4357,6.08,274.2185,2662.0967,4.2206,0.5547,0.0161,0.4074,0.0218
278,278,2155.6,152.8516,6.1477,277.5584,2662.1272,4.1507,0.4774,0.0348,0.4434,0.0444
279,279,2155.8,147.54,6.285,280.565,2642.0767,4.104,0.4669,0.0392,0.4489,0.045
280,280,2156,145.8004,6.8178,283.5269,2623.7512,4.0799,0.5057,0.0255,0.435,0.0338
281,281,2156.2,159.1119,6.4618,283.8596,2628.6377,4.0215,0.5598,0.0242,0.3906,0.0253
282,282,2156.4,168.8875,6.2159,283.4725,2629.207,3.9539,0.583,0.0414,0.3663,0.0092
283,283,2156.6,174.3395,6.0248,282.8705,2622.1465,3.9449,0.5725,0.0525,0.3747,0.0002
284,284,2156.8,174.1669,5.9835,283.4334,2620.5889,4.0314,0.561,0.0275,0.4115,0
285,285,2157,169.8449,6.1558,284.3768,2619.8071,4.0895,0.5581,0,0.4419,0
286,286,2157.2,165.6066,6.3554,284.9437,2608.6145,4.0862,0.5505,0,0.448,0.0015
287,287,2157.4,171.788,5.7591,283.968,2606.5562,4.0747,0.5438,0.0002,0.4477,0.0082
288,288,2157.6,173.8381,5.5283,283.2021,2618.7075,4.1509,0.5337,0.0143,0.4315,0.0205
289,289,2157.8,169.4536,5.5526,281.8304,2633.0164,4.272,0.5226,0.0453,0.4045,0.0276
290,290,2158,169.3321,5.5743,281.2901,2648.4221,4.2836,0.5203,0.0459,0.4092,0.0246
291,291,2158.2,169.8201,5.5848,281.188,2660.4812,4.1792,0.5336,0.0395,0.416,0.0109
292,292,2158.4,167.8881,5.5805,280.3331,2655.521,4.1458,0.5593,0.0606,0.3794,0.0008
293,293,2158.6,168.6041,5.6616,278.1204,2642.2446,4.1674,0.526,0.0993,0.3615,0.0132
294,294,2158.8,172.9452,5.6429,276.9675,2644.2427,4.1091,0.4498,0.0943,0.4095,0.0463
295,295,2159,169.7915,5.8031,275.5612,2655.5903,4.015,0.4334,0.0592,0.4528,0.0546
296,296,2159.2,167.2439,6.0049,274.5112,2668.3035,3.9091,0.5048,0.0216,0.4447,0.0289
297,297,2159.4,161.4483,6.3771,276.9379,2662.3777,3.8863,0.5374,0.0281,0.4272,0.0073
298,298,2159.6,156.8589,6.4867,277.7218,2650.5681,3.9582,0.5048,0.0551,0.4298,0.0103
299,299,2159.8,151.7192,6.4809,280.5143,2642.8518,4.0625,0.5157,0.0307,0.4297,0.0238
300,300,2160,155.1696,6.3004,282.8958,2643.6858,4.0753,0.5454,0,0.437,0.0176
301,301,2160.2,158.1043,6.2524,285.0666,2638.7141,4.0271,0.5528,0,0.4413,0.006
302,302,2160.4,158.1243,6.0329,284.3841,2636.3398,3.9635,0.5738,0,0.4248,0.0014
303,303,2160.6,168.1105,5.9417,285.1623,2638.8748,3.9714,0.6111,0,0.3888,0
304,304,2160.8,174.292,5.9376,284.8347,2637.8467,4.0353,0.6143,0.0151,0.3704,0.0001
305,305,2161,178.1767,5.8045,285.6988,2634.4753,4.0865,0.5662,0.0413,0.3879,0.0046
306,306,2161.2,180.9572,5.8521,284.4512,2620.6694,4.1811,0.5414,0.0219,0.4308,0.0058
307,307,2161.4,177.2522,6.5233,284.4548,2605.1152,4.3029,0.5328,0.0088,0.4469,0.0116
308,308,2161.6,173.0108,6.5513,282.6614,2602.6394,4.3377,0.5149,0.0157,0.4569,0.0125
309,309,2161.8,179.6306,6.5657,281.9361,2614.3232,4.2023,0.5128,0.0249,0.4577,0.0046
310,310,2162,183.0392,7.2298,281.9821,2610.783,4.0522,0.5246,0.0295,0.4459,0
311,311,2162.2,176.8163,7.9533,283.2772,2605.4568,3.9866,0.5672,0.0048,0.428,0
312,312,2162.4,169.9965,7.2884,283.8352,2618.2698,3.9469,0.5704,0,0.4295,0
313,313,2162.6,170.294,6.8116,283.9376,2627.7993,3.9189,0.5589,0,0.4368,0.0042
314,314,2162.8,167.1846,6.6946,282.5784,2621.1257,3.9274,0.5822,0,0.4074,0.0105
315,315,2163,165.2995,6.705,281.1192,2621.9058,3.9161,0.6064,0.0227,0.3702,0.0007
316,316,2163.2,167.0809,6.6514,276.3387,2621.5603,3.9168,0.5887,0.0389,0.3724,0
317,317,2163.4,166.4522,7.5174,274.1441,2615.563,3.9429,0.5859,0.0102,0.4039,0
318,318,2163.6,164.9994,7.6977,274.0086,2622.7253,3.8978,0.5763,0,0.4237,0
319,319,2163.8,166.1934,7.6887,269.9336,2627.2515,3.8233,0.5668,0,0.429,0.0042
320,320,2164,164.5213,8.4166,261.9797,2619.8997,3.8038,0.5772,0.0182,0.4031,0.0016
321,321,2164.2,159.9574,8.9272,256.5196,2614.5991,3.8794,0.5571,0.0712,0.3718,0
322,322,2164.4,154.1581,9.034,251.5215,2617.752,4.0707,0.5363,0.107,0.3567,0
323,323,2164.6,140.6842,9.2916,253.6197,2636.1208,4.2264,0.5043,0.1302,0.3655,0
324,324,2164.8,130.1805,11.5282,261.7422,2645.0999,4.2177,0.4761,0.1477,0.3762,0
325,325,2165,131.994,13.359,267.1085,2625.3191,4.0694,0.4859,0.1431,0.3709,0
326,326,2165.2,145.3045,10.6621,271.1241,2597.4451,3.9302,0.5325,0.1002,0.3672,0
327,327,2165.4,155.1693,9.3579,273.5396,2589.0828,3.8288,0.5857,0.0391,0.3752,0
328,328,2165.6,157.2703,8.8094,276.0346,2583.6882,3.7431,0.6194,0.0123,0.368,0.0002
329,329,2165.8,151.4701,9.6359,275.2693,2581.2502,3.6506,0.6297,0.0151,0.3356,0.0196
330,330,2166,150.569,9.6055,274.5097,2586.8184,3.6272,0.6395,0.0054,0.3305,0.0245
331,331,2166.2,158.995,9.2203,273.3287,2592.0239,3.6728,0.6125,0.0109,0.3492,0.0274
332,332,2166.4,168.648,9.8477,267.0239,2596.8123,3.7066,0.576,0.0361,0.3562,0.0317
333,333,2166.6,165.3964,10.4168,266.5963,2607.2969,3.7237,0.5666,0.0333,0.3674,0.0327
334,334,2166.8,162.4515,11.015,267.1378,2619.386,3.7705,0.5779,0.0036,0.3948,0.0237
335,335,2167,167.4819,10.395,268.5744,2626.9045,3.7838,0.5521,0,0.4334,0.0145
336,336,2167.2,170.6504,10.3621,268.7703,2623.509,3.687,0.5839,0,0.4153,0.0008
337,337,2167.4,170.7621,10.4037,271.1173,2610.709,3.5631,0.6279,0.0012,0.3709,0
338,338,2167.6,167.6538,10.2634,273.2288,2604.8193,3.5563,0.6379,0.024,0.338,0
339,339,2167.8,162.105,9.9573,275.0367,2598.8621,3.6885,0.6632,0.0022,0.3344,0.0001
340,340,2168,160.6761,9.6338,274.3296,2586.447,3.7729,0.67,0,0.33,0
341,341,2168.2,160.6744,9.5606,271.4468,2573.4905,3.7394,0.6697,0,0.3303,0
342,342,2168.4,161.2029,9.9721,270.2363,2568.791,3.6673,0.6493,0.0012,0.3495,0
343,343,2168.6,164.2532,9.4348,265.9043,2567.8992,3.6317,0.6318,0.0119,0.3564,0
344,344,2168.8,170.8148,9.4151,263.8266,2565.4512,3.6044,0.627,0.0309,0.3421,0
345,345,2169,168.9502,10.5325,260.0918,2570.75,3.622,0.593,0.0579,0.3421,0.0071
346,346,2169.2,161.1319,10.9845,255.142,2594.8699,3.7328,0.5378,0.0698,0.386,0.0064
347,347,2169.4,155.3624,10.3072,259.8195,2621.1904,3.8626,0.4933,0.0455,0.4598,0.0014
348,348,2169.6,155.3332,11.1659,263.4515,2615.8828,3.9784,0.512,0.0185,0.4695,0
349,349,2169.8,154.1547,7.5354,264.8498,2605.9475,4.0111,0.546,0.0579,0.396,0
350,350,2170,163.3842,7.2678,272.31,2604.5107,3.9695,0.5237,0.1306,0.3456,0
351,351,2170.2,177.3507,9.5464,276.0468,2614.0017,3.9142,0.4961,0.1488,0.35,0.0051
352,352,2170.4,185.0152,6.0609,275.1782,2609.6946,3.848,0.52,0.0934,0.3719,0.0148
353,353,2170.6,181.3408,9.7738,277.5735,2582.9663,3.7187,0.5734,0.0437,0.3622,0.0207
354,354,2170.8,180.3613,20.319,270.45,2561.1465,3.5905,0.6318,0.0043,0.3261,0.0378
355,355,2171,187.891,21.8993,266.0283,2554.7332,3.5592,0.636,0,0.3033,0.0606
356,356,2171.2,197.2589,11.7312,257.3236,2555.769,3.5791,0.6358,0.0065,0.298,0.0597
357,357,2171.4,198.4853,8.801,250.2629,2574.1816,3.6673,0.6235,0.0277,0.3113,0.0376
358,358,2171.6,189.1102,9.4661,245.4148,2612.5369,3.704,0.5751,0.0508,0.3524,0.0217
359,359,2171.8,168.1207,8.9418,248.0799,2625.0042,3.5457,0.5635,0.0458,0.3657,0.025
360,360,2172,150.5816,13.2781,253.7559,2568.4507,3.2587,0.6086,0.0326,0.3213,0.0375
361,361,2172.2,160.9208,25.3475,257.9744,2494.1372,3.0894,0.6584,0.0424,0.2575,0.0417
362,362,2172.4,184.1995,26.5107,261.7991,2459.3943,3.078,0.72,0.0221,0.2257,0.0321
363,363,2172.6,195.8252,29.147,262.9785,2467.5205,3.1183,0.7589,0.0012,0.2141,0.0258
364,364,2172.8,197.5026,26.1384,263.5048,2487.5742,3.2255,0.72,0.0123,0.2305,0.0372
365,365,2173,203.7833,25.6016,266.7282,2507.6047,3.3916,0.6368,0.0416,0.2716,0.05
366,366,2173.2,210.0837,20.0019,269.0028,2513.3308,3.4466,0.6416,0.0215,0.2928,0.0442
367,367,2173.4,220.1303,19.7535,268.4426,2500.6484,3.3151,0.6933,0,0.2718,0.0349
368,368,2173.6,221.8363,19.7841,266.7019,2490.4229,3.2075,0.7361,0,0.2378,0.0261
369,369,2173.8,214.2627,18.6926,266.2688,2510.314,3.2208,0.7455,0,0.2337,0.0208
370,370,2174,220.5868,15.5562,265.7877,2536.55,3.3283,0.7399,0.0023,0.2451,0.0127
371,371,2174.2,231.3077,15.6725,259.4232,2530.9216,3.3559,0.7156,0.0339,0.2503,0.0003
372,372,2174.4,232.0607,16.0166,249.48,2505.1804,3.265,0.6948,0.0298,0.2635,0.0119
373,373,2174.6,232.0134,15.9309,244.9263,2502.8945,3.1982,0.6786,0.0096,0.2748,0.0369
374,374,2174.8,215.5102,14.7478,243.6023,2534.9568,3.312,0.6426,0.0254,0.2934,0.0386
375,375,2175,169.4373,17.7886,249.3858,2603.7688,3.5182,0.5595,0.0903,0.3239,0.0262
376,376,2175.2,135.7192,15.7495,245.7039,2677.5703,3.7012,0.4988,0.1478,0.3299,0.0235
377,377,2175.4,152.0977,11.8211,249.4503,2642.9995,3.6159,0.5739,0.1004,0.3033,0.0226
378,378,2175.6,174.1433,16.9145,249.487,2565.146,3.4111,0.6614,0.0372,0.2823,0.0191
379,379,2175.8,171.6562,17.6141,247.0043,2549.7471,3.3484,0.6406,0.0598,0.2805,0.0192
380,380,2176,154.8187,18.4815,247.9784,2571.4575,3.4214,0.6249,0.0971,0.2579,0.0201
381,381,2176.2,144.707,27.7392,253.0049,2545.2249,3.3859,0.6777,0.0792,0.2217,0.0215
382,382,2176.4,151.7182,33.979,255.871,2501.4912,3.249,0.7288,0.0439,0.2036,0.0236
383,383,2176.6,160.4017,34.4229,256.892,2494.7112,3.1198,0.7469,0.0196,0.2043,0.0293
384,384,2176.8,166.3334,33.0656,256.3007,2495.2278,3.113,0.739,0.0242,0.2009,0.0359
385,385,2177,167.3233,31.3454,252.0925,2498.5991,3.1694,0.715,0.0577,0.1969,0.0305
386,386,2177.2,167.3617,28.2905,250.4817,2519.7737,3.2621,0.7095,0.0547,0.2186,0.0173
387,387,2177.4,173.9131,25.4046,251.9359,2535.887,3.3252,0.7496,0.0173,0.2229,0.0103
388,388,2177.6,175.8039,23.3003,254.9092,2530.656,3.2576,0.768,0,0.2112,0.0208
389,389,2177.8,176.8117,27.6283,249.763,2516.188,3.1488,0.7697,0,0.197,0.0334
390,390,2178,190.4673,24.2967,261.2053,2509.209,3.1584,0.7516,0.0106,0.2055,0.0324
391,391,2178.2,225.0696,15.9431,268.8107,2513.4839,3.2842,0.6751,0.0612,0.238,0.0257
392,392,2178.4,259.3079,12.5461,277.2221,2538.0803,3.486,0.5949,0.0765,0.3086,0.02
393,393,2178.6,279.0971,10.8197,276.1629,2561.1638,3.6096,0.5814,0.0706,0.3331,0.0149
394,394,2178.8,305.6917,9.8695,271.9312,2548.3799,3.5892,0.6183,0.0543,0.3037,0.0238
395,395,2179,349.9252,6.8517,275.3518,2519.3242,3.5182,0.636,0.049,0.2684,0.0465
396,396,2179.2,371.0306,5.3016,283.2354,2503.3909,3.4203,0.6171,0.0459,0.2763,0.0607
397,397,2179.4,347.1913,6.561,289.1361,2495.1294,3.3575,0.6221,0.0135,0.2985,0.0659
398,398,2179.6,338.4471,8.8183,302.5367,2494.0076,3.4407,0.6322,0,0.2982,0.0696
399,399,2179.8,362.3717,8.5936,292.7365,2498.6396,3.6198,0.6324,0,0.2971,0.0705
400,400,2180,398.7986,8.2507,262.9582,2498.7041,3.7793,0.6157,0,0.3177,0.0666
401,401,2180.2,400.2882,8.5599,249.9497,2513.5532,3.9249,0.5555,0.0476,0.347,0.0499
402,402,2180.4,372.3492,8.3551,227.1208,2567.1228,4.0692,0.4092,0.1988,0.3553,0.0367
403,403,2180.6,239.6245,9.2644,228.5716,2626.3313,4.3006,0.2269,0.416,0.3232,0.0339
404,404,2180.8,109.6582,12.6963,241.3467,2651.8833,4.5875,0.1597,0.5209,0.2861,0.0332
405,405,2181,68.8514,16.6864,258.2018,2657.5085,4.7518,0.19,0.4784,0.2961,0.0355
406,406,2181.2,140.393,8.8346,272.2554,2655.6206,4.8007,0.225,0.3562,0.3789,0.0399
407,407,2181.4,198.1544,6.3453,277.9729,2642.5447,4.803,0.2855,0.2305,0.4391,0.0449
408,408,2181.6,188.2487,7.1679,282.0617,2625.2695,4.6016,0.391,0.1448,0.4113,0.0528
409,409,2181.8,167.1351,9.9787,282.6159,2621.1494,4.2686,0.4199,0.1519,0.3717,0.0565
410,410,2182,168.1843,12.0862,280.5927,2605.8315,4.0877,0.3948,0.1926,0.3579,0.0548
411,411,2182.2,189.907,12.1083,264.6841,2576.541,4.0626,0.4127,0.1787,0.3562,0.0525
412,412,2182.4,213.9191,13.3007,255.0318,2556.0762,4.1289,0.4669,0.1675,0.3266,0.039
413,413,2182.6,205.6103,14.005,252.1797,2569.7671,4.2456,0.4428,0.2504,0.286,0.0208
414,414,2182.8,152.4343,13.9642,249.2946,2623.6423,4.388,0.3396,0.3748,0.2735,0.0121
415,415,2183,105.3147,12.5863,236.018,2681.5176,4.4759,0.2818,0.3974,0.3009,0.0199
416,416,2183.2,109.901,10.8658,230.3015,2704.8613,4.522,0.3368,0.285,0.3497,0.0285
417,417,2183.4,115.4316,9.9243,231.5679,2703.9592,4.6446,0.4062,0.2328,0.3465,0.0145
418,418,2183.6,97.4903,11.166,235.8433,2718.387,4.8389,0.3942,0.3234,0.2825,0
419,419,2183.8,78.8432,11.9135,249.3558,2738.3528,4.9289,0.3536,0.4045,0.242,0
420,420,2184,94.7259,10.5633,262.7829,2730.406,4.7487,0.3802,0.3583,0.2615,0
421,421,2184.2,131.3741,9.3215,262.7958,2702.4844,4.409,0.476,0.229,0.2948,0.0001
422,422,2184.4,152.6266,8.5713,266.6896,2652.03,4.1453,0.5917,0.0916,0.3078,0.0089
423,423,2184.6,158.689,10.8505,270.3752,2624.0127,4.0778,0.6187,0.0204,0.3308,0.0301
424,424,2184.8,159.8661,9.2671,268.8122,2645.7769,4.1776,0.5592,0.0349,0.3654,0.0405
425,425,2185,156.9258,7.2697,259.1299,2677.4006,4.3657,0.4814,0.0669,0.4109,0.0409
426,426,2185.2,156.1121,5.6226,235.3776,2684.9316,4.5089,0.4097,0.1098,0.432,0.0485
427,427,2185.4,151.0892,6.3591,224.3389,2688.7686,4.6513,0.3535,0.2042,0.3967,0.0457
428,428,2185.6,112.4191,8.0758,222.2802,2698.6824,4.8883,0.3233,0.3592,0.3077,0.0098
429,429,2185.8,75.1729,12.44,220.5382,2715.4824,5.063,0.2572,0.5104,0.2324,0
430,430,2186,69.3176,16.2165,238.0442,2735.4524,5.0389,0.236,0.5504,0.2136,0
431,431,2186.2,87.9124,13.125,246.077,2742.1165,4.9446,0.2634,0.4975,0.2391,0
432,432,2186.4,107.116,9.493,251.709,2742.2209,4.8663,0.3152,0.3935,0.2889,0.0024
433,433,2186.6,115.7482,12.1687,255.7644,2742.9077,4.7376,0.374,0.2935,0.3274,0.005
434,434,2186.8,119.7738,11.9967,266.2882,2727.5254,4.5694,0.43,0.2163,0.3409,0.0128
435,435,2187,132.9735,7.7727,269.063,2701.01,4.4269,0.4799,0.1678,0.3325,0.0199
436,436,2187.2,143.4732,6.1776,268.4592,2680.5828,4.2729,0.5014,0.139,0.3235,0.0361
437,437,2187.4,149.3157,6.6961,271.4388,2657.7092,4.0581,0.5016,0.1307,0.3144,0.0533
438,438,2187.6,149.0095,7.9346,271.2058,2624.833,3.8831,0.4719,0.156,0.3111,0.0611
439,439,2187.8,144.5366,8.4973,270.2565,2604.3218,3.8965,0.5211,0.1473,0.2896,0.042
440,440,2188,140.8759,8.5916,269.612,2602.9053,4.049,0.5827,0.1258,0.2705,0.021
441,441,2188.2,138.6673,9.1699,269.3245,2606.3572,4.0973,0.5763,0.1146,0.2827,0.0263
442,442,2188.4,142.4442,9.5021,267.5461,2605.0002,4.0078,0.5729,0.0953,0.2975,0.0344
443,443,2188.6,142.1832,9.6033,266.7017,2607.4075,3.9631,0.5894,0.0814,0.2992,0.03
444,444,2188.8,132.2107,9.3891,269.7942,2616.5801,4.0648,0.5335,0.0906,0.3341,0.0418
445,445,2189,128.8508,8.6595,272.8372,2641.01,4.1507,0.4189,0.131,0.3898,0.0602
446,446,2189.2,129.0399,7.625,275.6188,2663.1355,4.1833,0.3571,0.1235,0.4525,0.067
447,447,2189.4,128.6001,7.1327,277.2876,2660.3909,4.201,0.3963,0.0624,0.4798,0.0616
448,448,2189.6,130.9554,7.604,279.0915,2636.4741,4.1928,0.4764,0.0537,0.4306,0.0393
449,449,2189.8,141.4902,7.687,278.7354,2620.0173,4.1284,0.5208,0.0729,0.3801,0.0262
450,450,2190,147.2131,7.5169,274.3008,2628.0569,4.0477,0.532,0.0824,0.3669,0.0187
451,451,2190.2,142.7457,8.7015,268.1851,2634.082,4.0552,0.5354,0.0806,0.3764,0.0076
452,452,2190.4,139.3528,9.3008,264.3277,2621.832,4.0656,0.5081,0.1102,0.3817,0
453,453,2190.6,144.0546,9.1249,264.6756,2609.3066,3.9962,0.4727,0.1465,0.3807,0.0001
454,454,2190.8,142.0196,11.7537,264.7105,2604.3203,3.8708,0.4803,0.1524,0.3627,0.0046
455,455,2191,132.0024,16.2242,270.2694,2594.4312,3.7985,0.5425,0.1323,0.3252,0
456,456,2191.2,129.94,12.5552,274.1185,2590.8442,3.8483,0.6248,0.0606,0.3146,0
457,457,2191.4,137.714,10.1908,273.7945,2597.9089,4.0246,0.6258,0.0073,0.3551,0.0118
458,458,2191.6,138.4369,8.8755,272.3422,2600.2087,4.1433,0.5593,0.0339,0.3861,0.0207
459,459,2191.8,141.0212,9.845,269.6716,2606.0864,4.0876,0.5297,0.0776,0.368,0.0246
460,460,2192,148.5455,11.8575,269.4914,2597.1565,3.9873,0.551,0.1098,0.3187,0.0206
461,461,2192.2,149.3105,13.8611,267.8166,2572.8608,3.9416,0.5643,0.1182,0.3001,0.0173
462,462,2192.4,144.7161,15.0453,267.3284,2561.9041,3.9048,0.5555,0.1136,0.3117,0.0192
463,463,2192.6,146.0819,14.9692,263.7925,2574.3154,3.8288,0.5999,0.0728,0.3026,0.0247
464,464,2192.8,150.6293,14.2798,263.3293,2575.5979,3.7598,0.6245,0.0682,0.2759,0.0314
465,465,2193,149.6087,15.4473,264.6239,2562.2695,3.7253,0.606,0.0793,0.2743,0.0403
466,466,2193.2,147.4043,18.7814,263.7097,2559.5313,3.7262,0.6029,0.0601,0.2962,0.0407
467,467,2193.4,146.3931,17.6591,258.5909,2570.0354,3.7673,0.621,0.0364,0.3225,0.0202
468,468,2193.6,144.4623,15.411,250.9903,2580.3152,3.8532,0.5937,0.0659,0.337,0.0034
469,469,2193.8,139.945,15.3967,249.9179,2606.1765,4.0398,0.4729,0.1569,0.3574,0.0129
470,470,2194,122.3171,15.6422,252.0836,2654.2708,4.3916,0.3714,0.2548,0.3489,0.025
471,471,2194.2,107.2995,15.4741,257.739,2697.5618,4.5952,0.3526,0.2799,0.3286,0.039
472,472,2194.4,112.7172,17.3051,264.0823,2698.7246,4.4711,0.3885,0.2277,0.3253,0.0585
473,473,2194.6,128.2399,15.0116,264.1587,2653.3516,4.2152,0.4184,0.2079,0.3159,0.0578
474,474,2194.8,142.4389,14.2941,260.2836,2629.321,4.131,0.4005,0.2558,0.3036,0.0401
475,475,2195,138.6075,15.5959,259.646,2641.7744,4.2698,0.3693,0.268,0.3198,0.0429
476,476,2195.2,134.1122,15.0683,260.5869,2655.3704,4.3591,0.3969,0.1781,0.3566,0.0684
477,477,2195.4,138.9295,15.4961,259.2541,2628.407,4.1916,0.4529,0.113,0.3602,0.0739
478,478,2195.6,150.7034,21.2066,253.8201,2583.2512,3.9059,0.472,0.1129,0.3601,0.055
479,479,2195.8,155.0652,22.646,252.6493,2569.8838,3.8512,0.4594,0.1488,0.3623,0.0295
480,480,2196,139.655,22.1103,254.0177,2604.355,4.1951,0.4434,0.1811,0.3593,0.0162
481,481,2196.2,127.5526,22.2855,255.9316,2640.9238,4.488,0.4832,0.1645,0.335,0.0173
482,482,2196.4,138.619,23.8578,261.9022,2628.7876,4.2616,0.5731,0.1119,0.2875,0.0275
483,483,2196.6,162.9294,24.8933,263.8456,2567.2888,3.7931,0.6557,0.0609,0.2576,0.0258
484,484,2196.8,168.5177,26.9169,264.6607,2517.5791,3.5985,0.7099,0.0323,0.2423,0.0154
485,485,2197,166.4262,27.0122,266.5912,2504.1965,3.6428,0.7212,0.0239,0.2416,0.0133
486,486,2197.2,153.7651,22.4429,267.9759,2528.6133,3.6381,0.6922,0.0657,0.231,0.0112
487,487,2197.4,137.6687,21.0637,267.0459,2535.5691,3.6574,0.6591,0.1009,0.2236,0.0164
488,488,2197.6,137.772,21.956,266.443,2529.0557,3.7477,0.618,0.1129,0.2391,0.0299
489,489,2197.8,146.8162,20.7391,262.9898,2529.7839,3.7877,0.5939,0.0899,0.2798,0.0363
490,490,2198,140.0407,21.2181,258.1727,2530.1377,3.7228,0.6498,0.0509,0.2717,0.0276
491,491,2198.2,128.8123,22.8886,256.0153,2517.8276,3.6799,0.7026,0.0408,0.2323,0.0243
492,492,2198.4,131.9431,25.607,259.846,2510.3274,3.6674,0.7075,0.0576,0.2062,0.0287
493,493,2198.6,133.4949,29.3001,264.6885,2509.8198,3.6324,0.699,0.066,0.2048,0.0302
494,494,2198.8,143.1179,25.1139,269.1209,2514.645,3.6008,0.6351,0.0695,0.2571,0.0383
495,495,2199,148.6078,26.7871,269.6485,2523.5779,3.6591,0.538,0.0607,0.3416,0.0597
496,496,2199.2,147.7103,18.0793,266.5882,2544.8684,3.8057,0.4955,0.0537,0.3859,0.0649
497,497,2199.4,141.3064,13.503,262.9833,2588.8635,3.9676,0.4628,0.0892,0.3937,0.0543
498,498,2199.6,128.9297,13.8718,265.1591,2631.5149,4.1653,0.438,0.1478,0.3752,0.0391
499,499,2199.8,114.0862,14.3581,267.0005,2632.5889,4.3473,0.4687,0.1609,0.348,0.0224
500,500,2200,113.9924,15.2353,270.7851,2624.7925,4.3255,0.5292,0.1291,0.3345,0.0072
501,501,2200.2,125.5043,13.1885,275.4543,2630.2412,4.1256,0.5522,0.105,0.3428,0
502,502,2200.4,141.5076,12.077,272.1488,2636.1875,3.9674,0.5441,0.0898,0.3594,0.0067
503,503,2200.6,144.4955,11.9281,271.8522,2626.5608,3.9449,0.5253,0.0759,0.3724,0.0264
504,504,2200.8,139.6656,11.2684,272.0915,2617.958,3.9431,0.4938,0.0857,0.3849,0.0356
505,505,2201,137.6093,11.6673,272.9715,2623.2429,3.9143,0.4819,0.1281,0.3673,0.0228
506,506,2201.2,142.8309,11.6757,273.8587,2627.0217,3.9437,0.4843,0.162,0.3483,0.0054
507,507,2201.4,147.5276,11.1484,272.7689,2626.3496,4.0255,0.4891,0.167,0.3438,0
508,508,2201.6,148.9977,11.0594,273.963,2627.4575,4.068,0.5152,0.128,0.3568,0
509,509,2201.8,148.6166,11.1897,275.2314,2622.2935,4.0573,0.5504,0.1007,0.3489,0
510,510,2202,147.0746,11.3299,275.0159,2614.0872,4.0172,0.5531,0.1043,0.3426,0
511,511,2202.2,147.1163,11.6182,275.686,2611.7083,3.97,0.5018,0.1309,0.3674,0
512,512,2202.4,145.4392,11.6994,276.0378,2600.7432,3.9827,0.4813,0.1414,0.3773,0
513,513,2202.6,146.3702,11.7606,274.84,2591.2307,3.9989,0.5312,0.1145,0.3543,0
514,514,2202.8,151.63,12.2702,272.1201,2591.1101,3.9912,0.5811,0.0818,0.3372,0
515,515,2203,147.7288,12.5454,274.8626,2590.4822,4.0051,0.5394,0.1196,0.341,0
516,516,2203.2,143.7652,12.6281,275.473,2589.6963,4.0332,0.5044,0.1603,0.3353,0
517,517,2203.4,144.5464,12.6459,275.3775,2590.9812,4.0883,0.4896,0.1797,0.3307,0
518,518,2203.6,139.565,12.4993,276.0158,2604.9241,4.1727,0.4974,0.1665,0.3361,0
519,519,2203.8,136.7929,12.5953,276.6593,2616.0801,4.2812,0.5197,0.1431,0.337,0
520,520,2204,140.2841,12.6114,276.9051,2616.4421,4.3074,0.5235,0.1476,0.3288,0
521,521,2204.2,143.6298,12.5743,277.3886,2619.1372,4.1398,0.4895,0.1848,0.3257,0
522,522,2204.4,148.4224,12.645,277.1131,2619.0649,3.9775,0.5025,0.1779,0.3196,0
523,523,2204.6,150.594,12.5859,276.7869,2606.2329,3.9392,0.5672,0.1273,0.3055,0
524,524,2204.8,150.3373,12.2381,277.4001,2595.1548,3.9414,0.6141,0.0987,0.2872,0
525,525,2205,151.6168,11.8532,280.6246,2597.9685,3.9028,0.6401,0.0897,0.2702,0
526,526,2205.2,152.5381,10.6503,284.0549,2600.3174,3.8711,0.6304,0.0859,0.2783,0.0054
527,527,2205.4,150.5044,10.0038,279.1683,2598.696,3.8599,0.5812,0.0891,0.3047,0.025
528,528,2205.6,148.6989,10.8712,265.9728,2604.8008,3.9082,0.5327,0.1184,0.3184,0.0305
